order_id,order_date,customer_id,city,category,product,quantity,unit_price,discount,payment_method,status
ORD00077,2026-02-08,CUST0161,Ho Chi Minh,Printer,Ink Printer,5,4220000,0.05,Cash,COMPLETED
ORD00078,2026-02-16,CUST0115,Da Nang,Printer,Ink Printer,2,3390000,0.15,EWallet,COMPLETED
ORD00079,2026-03-08,CUST0002,Ho Chi Minh,Printer,Ink Printer,2,3790000,0.05,EWallet,COMPLETED
ORD00080,2026-03-31,CUST0031,Ho Chi Minh,Accessory,Mouse Wireless,3,330000,0.05,EWallet,COMPLETED
ORD00081,2026-02-21,CUST0136,Da Nang,Printer,Laser Printer,5,3700000,0,BankTransfer,COMPLETED
ORD00082,2026-01-22,CUST0116,Hai Phong,Laptop,Laptop Gaming 15,4,11530000,0.15,EWallet,COMPLETED
ORD00083,2026-03-15,CUST0001,Hai Phong,Laptop,Laptop Gaming 15,2,11670000,0,Cash,COMPLETED
ORD00084,2026-02-23,CUST0232,Ha Noi,Accessory,Mouse Wireless,5,640000,0,BankTransfer,COMPLETED
ORD00085,2026-03-12,CUST0018,Ho Chi Minh,Accessory,Keyboard Mechanical,4,360000,0.03,Cash,COMPLETED
ORD00086,2026-03-29,CUST0027,Hai Phong,Accessory,USB-C Hub,3,460000,0.05,Card,COMPLETED
ORD00087,2026-02-28,CUST0042,Hue,Software,Cloud Storage,4,1500000,0.03,Card,RETURNED
ORD00088,2026-03-17,CUST0172,Ho Chi Minh,Laptop,Laptop Gaming 15,3,20810000,0.1,EWallet,COMPLETED
ORD00089,2026-03-13,CUST0225,Ho Chi Minh,Software,Cloud Storage,5,1450000,0.08,Card,COMPLETED
ORD00090,2026-01-08,CUST0070,Can Tho,Printer,Ink Printer,1,5050000,0,BankTransfer,COMPLETED
ORD00091,2026-02-18,CUST0239,Ho Chi Minh,Printer,Laser Printer,5,2410000,0.08,Cash,COMPLETED
ORD00092,2026-03-17,CUST0136,Hue,Mobile,Tablet C,5,7820000,0.1,BankTransfer,COMPLETED
ORD00093,2026-01-12,CUST0133,Ho Chi Minh,Software,Cloud Storage,1,1440000,0.15,Cash,COMPLETED
ORD00094,2026-03-16,CUST0127,Da Nang,Mobile,Smartphone B,5,9240000,0.15,EWallet,COMPLETED
ORD00095,2026-03-10,CUST0084,Da Nang,Laptop,Laptop Pro 14,3,21420000,0,BankTransfer,RETURNED
ORD00096,2026-03-24,CUST0101,Ha Noi,Accessory,Mouse Wireless,2,700000,0,Card,COMPLETED
ORD00097,2026-02-09,CUST0139,Hue,Printer,Laser Printer,1,3130000,0,Cash,COMPLETED
ORD00098,2026-02-14,CUST0021,Ho Chi Minh,Mobile,Tablet C,5,9240000,0.1,BankTransfer,COMPLETED
ORD00099,2026-01-06,CUST0152,Da Nang,Printer,Ink Printer,4,4990000,0,Card,COMPLETED
ORD00100,2026-03-07,CUST0111,Ho Chi Minh,Software,Antivirus,4,1650000,0.08,EWallet,COMPLETED
ORD00101,2026-03-28,CUST0039,Ha Noi,Mobile,Smartphone A,5,9840000,0,BankTransfer,COMPLETED
ORD00102,2026-01-12,CUST0225,Hai Phong,Printer,Ink Printer,1,3990000,0,BankTransfer,COMPLETED
ORD00103,2026-02-10,CUST0094,Hue,Software,Antivirus,3,1410000,0.15,Cash,COMPLETED
ORD00104,2026-02-18,CUST0139,Hue,Laptop,Laptop Edu 13,2,10020000,0,Card,COMPLETED
ORD00105,2026-03-08,CUST0030,Can Tho,Software,Office Suite,4,1710000,0,EWallet,RETURNED
ORD00106,2026-03-29,CUST0191,Hue,Printer,Laser Printer,4,3210000,0.15,Card,COMPLETED
ORD00107,2026-01-03,CUST0113,Hai Phong,Printer,Ink Printer,3,3050000,0.05,EWallet,RETURNED
ORD00108,2026-03-16,CUST0213,Da Nang,Laptop,Laptop Pro 14,2,21260000,0,BankTransfer,COMPLETED
ORD00109,2026-03-23,CUST0240,Hai Phong,Software,Antivirus,5,810000,0.05,Card,COMPLETED
ORD00110,2026-03-30,CUST0081,Can Tho,Software,Antivirus,4,1040000,0.15,EWallet,COMPLETED
ORD00111,2026-01-19,CUST0065,Hai Phong,Software,Cloud Storage,1,1700000,0.15,EWallet,COMPLETED
ORD00112,2026-01-05,CUST0021,Hai Phong,Accessory,Headphone,5,330000,0.1,Cash,CANCELLED
ORD00113,2026-02-24,CUST0160,Hai Phong,Accessory,Headphone,4,490000,0.1,Card,COMPLETED
ORD00114,2026-02-17,CUST0003,Hai Phong,Software,Cloud Storage,4,1700000,0.05,EWallet,COMPLETED
ORD00115,2026-03-24,CUST0139,Da Nang,Laptop,Laptop Edu 13,3,17090000,0,BankTransfer,COMPLETED
ORD00116,2026-02-13,CUST0167,Can Tho,Mobile,Tablet C,1,7870000,0,Cash,CANCELLED
ORD00117,2026-01-08,CUST0168,Hue,Printer,Laser Printer,3,5030000,0.15,Cash,COMPLETED
ORD00118,2026-03-11,CUST0007,Da Nang,Mobile,Tablet C,4,8760000,0.03,EWallet,COMPLETED
ORD00119,2026-02-24,CUST0069,Ha Noi,Accessory,Keyboard Mechanical,1,400000,0,Cash,COMPLETED
ORD00120,2026-01-18,CUST0182,Ho Chi Minh,Mobile,Smartphone A,5,4800000,0.08,Card,CANCELLED
ORD00121,2026-03-17,CUST0128,,Accessory,Keyboard Mechanical,5,520000,0.05,BankTransfer,COMPLETED
ORD00122,2026-02-03,CUST0061,Hai Phong,Mobile,Smartphone B,1,9550000,0,Cash,COMPLETED
ORD00123,2026-03-21,CUST0112,Ha Noi,Software,Antivirus,2,1680000,0.03,Card,COMPLETED
ORD00124,2026-03-08,CUST0172,Hue,Mobile,Tablet C,3,8370000,0,Card,COMPLETED
ORD00125,2026-01-27,CUST0109,Hue,Accessory,Keyboard Mechanical,5,710000,0,EWallet,COMPLETED
ORD00126,2026-03-20,CUST0228,Can Tho,Accessory,USB-C Hub,1,350000,0,BankTransfer,COMPLETED
ORD00127,2026-03-13,CUST0107,Hue,Software,Antivirus,1,1440000,0.1,BankTransfer,CANCELLED
ORD00128,2026-01-18,CUST0144,Ho Chi Minh,Laptop,Laptop Gaming 15,3,19380000,0,BankTransfer,COMPLETED
ORD00129,2026-03-17,CUST0227,Ha Noi,Laptop,Laptop Gaming 15,2,21240000,0,BankTransfer,COMPLETED
ORD00130,2026-02-09,CUST0101,Ho Chi Minh,Mobile,Smartphone A,2,4900000,0,Card,COMPLETED
ORD00131,2026-01-17,CUST0005,Da Nang,Accessory,Keyboard Mechanical,1,530000,0,BankTransfer,COMPLETED
ORD00132,2026-02-11,CUST0065,Can Tho,Laptop,Laptop Gaming 15,1,17390000,0.08,EWallet,COMPLETED
ORD00133,2026-02-14,CUST0162,Hue,Printer,Ink Printer,1,3500000,0.08,BankTransfer,COMPLETED
ORD00134,2026-01-27,CUST0082,Ho Chi Minh,Laptop,Laptop Edu 13,3,19920000,0,Card,COMPLETED
ORD00135,2026-01-08,CUST0208,Ha Noi,Printer,Laser Printer,4,3100000,0,EWallet,COMPLETED
ORD00136,2026-03-02,CUST0183,Hue,Laptop,Laptop Edu 13,5,16420000,0.05,BankTransfer,COMPLETED
ORD00137,2026-03-07,CUST0023,Hue,Accessory,Mouse Wireless,3,700000,0.03,BankTransfer,COMPLETED
ORD00138,2026-02-01,CUST0071,Hai Phong,Laptop,Laptop Edu 13,1,9950000,0.03,BankTransfer,COMPLETED
ORD00139,2026-03-12,CUST0142,Ha Noi,Printer,Laser Printer,5,2830000,0,Card,RETURNED
ORD00140,2026-01-02,CUST0047,Da Nang,Printer,Laser Printer,5,4310000,0,Card,COMPLETED
ORD00141,2026-03-25,CUST0209,Can Tho,Laptop,Laptop Edu 13,4,20810000,0,Card,CANCELLED
ORD00142,2026-01-12,CUST0172,Da Nang,Laptop,Laptop Gaming 15,4,14800000,0.03,EWallet,COMPLETED
ORD00143,2026-01-13,CUST0078,Hue,Mobile,Smartphone B,2,9760000,0.1,EWallet,COMPLETED
ORD00144,2026-01-12,CUST0099,Hue,Accessory,Mouse Wireless,4,380000,0.15,EWallet,COMPLETED
ORD00145,2026-02-26,CUST0168,Can Tho,Printer,Laser Printer,5,4490000,0.05,Cash,COMPLETED
ORD00146,2026-02-20,CUST0234,Hai Phong,Laptop,Laptop Edu 13,2,17270000,0,Cash,COMPLETED
ORD00147,2026-03-31,CUST0175,Ha Noi,Software,Cloud Storage,2,1470000,0,Card,COMPLETED
ORD00148,2026-01-28,CUST0160,Can Tho,Mobile,Tablet C,5,7350000,0.05,Card,CANCELLED
ORD00149,2026-01-22,CUST0096,Hai Phong,Software,Antivirus,3,880000,0.08,Card,COMPLETED
ORD00150,2026-01-03,CUST0079,Can Tho,Software,Office Suite,4,900000,0,Cash,COMPLETED
ORD00151,2026-01-20,CUST0061,Da Nang,Accessory,Keyboard Mechanical,2,470000,0.1,BankTransfer,COMPLETED
ORD00152,2026-03-04,CUST0196,Hai Phong,Mobile,Smartphone B,4,5530000,0.1,BankTransfer,COMPLETED
ORD00153,2026-03-02,CUST0227,Ha Noi,Mobile,Tablet C,1,9710000,0.03,BankTransfer,COMPLETED
ORD00154,2026-03-14,CUST0149,Ha Noi,Mobile,Smartphone B,2,8230000,0,Card,COMPLETED
ORD00155,2026-03-02,CUST0003,Ho Chi Minh,Laptop,Laptop Edu 13,2,16480000,0,Cash,COMPLETED
ORD00156,2026-03-13,CUST0016,Hai Phong,Accessory,USB-C Hub,4,420000,0.1,BankTransfer,COMPLETED
ORD00157,2026-02-01,CUST0040,Da Nang,Mobile,Smartphone A,3,5250000,0.1,BankTransfer,COMPLETED
ORD00158,2026-03-11,CUST0222,Hai Phong,Software,Office Suite,4,1340000,0.08,Cash,CANCELLED
ORD00159,2026-01-19,CUST0122,Da Nang,Mobile,Smartphone B,5,10040000,0,Cash,COMPLETED
ORD00160,2026-02-20,CUST0150,Hue,Mobile,Smartphone A,3,8290000,0.05,Card,COMPLETED
ORD00161,2026-01-12,CUST0013,Da Nang,Laptop,Laptop Gaming 15,1,12060000,0.03,BankTransfer,COMPLETED
ORD00162,2026-02-10,CUST0047,Ho Chi Minh,Laptop,Laptop Edu 13,4,13810000,0,EWallet,COMPLETED
ORD00163,2026-01-03,CUST0067,Ho Chi Minh,Software,Office Suite,4,1170000,0,Card,COMPLETED
ORD00164,2026-03-29,CUST0019,Ho Chi Minh,Mobile,Tablet C,4,8600000,0,Card,COMPLETED
ORD00165,2026-01-05,CUST0056,Ha Noi,Mobile,Smartphone B,5,5580000,0,Card,COMPLETED
ORD00166,2026-02-03,CUST0028,Ho Chi Minh,Accessory,USB-C Hub,1,570000,0,Card,CANCELLED
ORD00167,2026-01-19,CUST0184,Ha Noi,Accessory,Keyboard Mechanical,1,370000,0,Card,CANCELLED
ORD00168,2026-02-21,CUST0103,Can Tho,Mobile,Tablet C,5,8200000,0.05,Card,COMPLETED
ORD00169,2026-01-05,CUST0230,Hue,Software,Office Suite,5,1580000,0.03,Card,CANCELLED
ORD00170,2026-03-17,CUST0240,Can Tho,Printer,Laser Printer,2,3610000,0,BankTransfer,COMPLETED
ORD00171,2026-03-17,CUST0192,Hue,Mobile,Tablet C,1,5430000,0.08,Card,COMPLETED
ORD00172,2026-03-15,CUST0099,Da Nang,Printer,Laser Printer,1,3550000,0.08,BankTransfer,COMPLETED
ORD00173,2026-01-19,CUST0140,Ha Noi,Accessory,Keyboard Mechanical,2,390000,0,Card,COMPLETED
ORD00174,2026-01-14,CUST0082,Can Tho,Laptop,Laptop Gaming 15,3,18130000,0,Cash,COMPLETED
ORD00175,2026-01-17,CUST0036,Ha Noi,Laptop,Laptop Edu 13,5,14140000,0,Card,COMPLETED
ORD00176,2026-03-04,CUST0022,Ha Noi,Accessory,USB-C Hub,1,330000,0.1,Card,COMPLETED
ORD00177,2026-01-17,CUST0017,Ho Chi Minh,Printer,Ink Printer,5,4400000,0,Cash,COMPLETED
ORD00178,2026-03-28,CUST0088,Can Tho,Mobile,Smartphone B,2,6280000,0.08,BankTransfer,RETURNED
ORD00179,2026-03-18,CUST0166,Hue,Printer,Laser Printer,5,4990000,0.1,Card,COMPLETED
ORD00180,2026-01-14,CUST0230,Hue,Accessory,USB-C Hub,5,360000,0,Card,COMPLETED
ORD00181,2026-03-18,CUST0060,Can Tho,Mobile,Smartphone B,5,9600000,0,BankTransfer,COMPLETED
ORD00182,2026-03-03,CUST0214,Hue,Printer,Ink Printer,4,3110000,0.15,EWallet,COMPLETED
ORD00183,2026-03-22,CUST0139,Ha Noi,Software,Office Suite,4,1160000,0.1,Card,RETURNED
ORD00184,2026-03-22,CUST0191,Hai Phong,Mobile,Tablet C,2,7210000,0.05,BankTransfer,COMPLETED
ORD00185,2026-03-13,CUST0071,Hai Phong,Laptop,Laptop Gaming 15,3,14250000,0,Cash,COMPLETED
ORD00186,2026-01-03,CUST0055,Ha Noi,Printer,Laser Printer,4,3110000,0.15,BankTransfer,RETURNED
ORD00187,2026-01-25,CUST0010,Ho Chi Minh,Software,Office Suite,1,1430000,0,Card,COMPLETED
ORD00188,2026-02-15,CUST0159,Da Nang,Accessory,Keyboard Mechanical,4,530000,0,EWallet,COMPLETED
ORD00189,2026-03-21,CUST0134,Hue,Accessory,Keyboard Mechanical,1,650000,0,EWallet,COMPLETED
ORD00190,2026-01-26,CUST0203,Ha Noi,Mobile,Tablet C,4,6600000,0.1,EWallet,COMPLETED
ORD00191,2026-02-25,CUST0045,Ho Chi Minh,Accessory,Mouse Wireless,4,620000,0.15,EWallet,CANCELLED
ORD00192,2026-03-16,CUST0049,Da Nang,Mobile,Smartphone B,2,5350000,0,Cash,COMPLETED
ORD00193,2026-01-07,CUST0077,Hai Phong,Mobile,Smartphone B,5,5110000,0,Cash,COMPLETED
ORD00194,2026-03-15,CUST0172,Hue,Printer,Laser Printer,5,2990000,0.08,Card,COMPLETED
ORD00195,2026-01-31,CUST0086,Ha Noi,Mobile,Smartphone B,3,5430000,0.03,Card,COMPLETED
ORD00196,2026-02-21,CUST0190,Da Nang,Mobile,Smartphone A,5,7820000,0.15,Cash,COMPLETED
ORD00197,2026-03-09,CUST0003,Hai Phong,Accessory,Headphone,5,420000,0.08,Card,COMPLETED
ORD00198,2026-01-21,CUST0146,Hai Phong,Printer,Ink Printer,5,4720000,0.05,BankTransfer,RETURNED
ORD00199,2026-02-15,CUST0037,Hue,Laptop,Laptop Gaming 15,4,11320000,0.1,EWallet,COMPLETED
ORD00200,2026-02-04,CUST0096,Can Tho,Software,Antivirus,2,1350000,0.03,EWallet,COMPLETED
ORD00201,2026-03-25,CUST0176,Ho Chi Minh,Software,Cloud Storage,3,1270000,0.08,EWallet,COMPLETED
ORD00202,2026-02-06,CUST0118,Ha Noi,Mobile,Smartphone B,3,5940000,0.1,Card,COMPLETED
ORD00203,2026-03-12,CUST0067,Can Tho,Accessory,USB-C Hub,4,560000,0.08,Cash,CANCELLED
ORD00204,2026-01-02,CUST0228,Ha Noi,Software,Antivirus,5,1690000,0.08,BankTransfer,COMPLETED
ORD00205,2026-01-27,CUST0203,Hue,Mobile,Smartphone B,2,10000000,0.15,Cash,COMPLETED
ORD00206,2026-03-12,CUST0033,Hai Phong,Laptop,Laptop Edu 13,1,21060000,0.1,EWallet,COMPLETED
ORD00207,2026-02-17,CUST0164,Ho Chi Minh,Laptop,Laptop Edu 13,3,21700000,0.1,Cash,COMPLETED
ORD00208,2026-03-16,CUST0218,Ha Noi,Accessory,Mouse Wireless,5,330000,0.05,Cash,CANCELLED
ORD00209,2026-03-08,CUST0162,Ho Chi Minh,Mobile,Smartphone B,5,5810000,0.03,EWallet,COMPLETED
ORD00210,2026-03-26,CUST0055,Hue,Software,Office Suite,5,1500000,0.08,BankTransfer,COMPLETED
ORD00211,2026-03-31,CUST0114,Ho Chi Minh,Software,Cloud Storage,1,1160000,0.05,EWallet,COMPLETED
ORD00212,2026-01-30,CUST0170,Ho Chi Minh,Mobile,Tablet C,2,-9550000,0.05,Cash,COMPLETED
ORD00213,2026-01-15,CUST0070,Ha Noi,Printer,Ink Printer,3,4640000,0,Cash,CANCELLED
ORD00214,2026-01-24,CUST0091,Hai Phong,Laptop,Laptop Pro 14,2,17070000,0.05,Card,COMPLETED
ORD00215,2026-01-08,CUST0057,Ha Noi,Accessory,Mouse Wireless,5,650000,0.03,EWallet,RETURNED
ORD00216,2026-03-31,CUST0085,Da Nang,Mobile,Smartphone B,3,8420000,0.08,Cash,RETURNED
ORD00217,2026-03-03,CUST0240,Ha Noi,Laptop,Laptop Edu 13,2,18720000,0.08,BankTransfer,COMPLETED
ORD00218,2026-02-15,CUST0005,Da Nang,Accessory,Headphone,4,380000,0.08,Cash,COMPLETED
ORD00219,2026-03-03,CUST0185,Hue,Software,Cloud Storage,4,1580000,0.15,Card,CANCELLED
ORD00220,2026-02-28,CUST0050,Ho Chi Minh,Accessory,Keyboard Mechanical,4,650000,0.15,EWallet,COMPLETED
ORD00221,2026-02-02,CUST0025,Ho Chi Minh,Accessory,Keyboard Mechanical,5,650000,0,BankTransfer,COMPLETED
ORD00222,2026-01-02,CUST0224,Hue,Printer,Ink Printer,2,3660000,0,EWallet,COMPLETED
ORD00223,2026-02-05,CUST0164,Can Tho,Printer,Laser Printer,2,4080000,0.15,Card,COMPLETED
ORD00224,2026-02-01,CUST0221,Hai Phong,Software,Office Suite,4,810000,0.08,EWallet,COMPLETED
ORD00225,2026-02-02,CUST0197,Hue,Printer,Ink Printer,2,4860000,0,BankTransfer,COMPLETED
ORD00226,2026-02-21,CUST0073,Hai Phong,Accessory,Mouse Wireless,1,530000,0,Card,COMPLETED
ORD00227,2026-01-04,CUST0118,Da Nang,Software,Cloud Storage,5,1350000,0,Card,COMPLETED
ORD00228,2026-02-24,CUST0210,Da Nang,Laptop,Laptop Edu 13,5,12880000,0.05,EWallet,COMPLETED
ORD00229,2026-02-17,CUST0229,Can Tho,Accessory,Headphone,1,460000,0,EWallet,COMPLETED
ORD00230,2026-03-30,CUST0067,Can Tho,Mobile,Tablet C,4,7340000,0.15,Card,COMPLETED
ORD00231,2026-01-15,CUST0132,Can Tho,Accessory,Headphone,5,700000,0.1,Card,COMPLETED
ORD00232,2026-01-27,CUST0013,Ha Noi,Printer,Ink Printer,4,4680000,0,Cash,COMPLETED
ORD00233,2026-03-20,CUST0168,Da Nang,Software,Office Suite,4,1580000,0,BankTransfer,COMPLETED
ORD00234,2026-02-17,CUST0022,Ho Chi Minh,Software,Antivirus,1,1530000,0.03,EWallet,COMPLETED
ORD00235,2026-01-30,CUST0145,Hue,Laptop,Laptop Pro 14,3,12020000,0,BankTransfer,COMPLETED
ORD00236,2026-02-13,CUST0037,Can Tho,Accessory,Headphone,1,690000,0.08,EWallet,COMPLETED
ORD00237,2026-01-21,CUST0200,Ho Chi Minh,Mobile,Tablet C,5,5040000,0.03,Cash,RETURNED
ORD00238,2026-02-08,CUST0064,Hai Phong,Mobile,Tablet C,5,4970000,0.1,EWallet,COMPLETED
ORD00239,2026-03-27,CUST0168,Can Tho,Laptop,Laptop Pro 14,5,21220000,0.03,Cash,COMPLETED
